episode,global_step,ep_reward,ep_length,termination_reason,term_goal,term_battery,term_collision,term_timeout,start_x,start_y,goal_x,goal_y,distance_to_goal,distance_reduction,invalid_move_count,invalid_move_rate,battery_remaining,avg_network_score,avg_rssi,avg_latency,avg_packet_loss,total_outage_steps,route_distance
32,5548,-21310.822718,201,battery_depleted,0,1,0,0,8,11,16,17,4.0,6.0,122,0.6069651741293532,0.0,0.10389726260914381,-110.34841584158414,,,201,94.32590180780444
33,5768,-15196.57104,220,battery_depleted,0,1,0,0,19,3,16,16,15.132745950421556,-1.7910818862952222,146,0.6636363636363637,0.0,0.24983900189782543,-90.91158371040724,,,218,86.01219330881972
34,5959,-19274.961982,191,battery_depleted,0,1,0,0,19,12,3,18,12.041594578792296,5.046412911842765,86,0.450261780104712,0.0,0.1498309027777778,-106.79156250000001,,,191,123.2253967444161
35,6131,-2858.389676,172,battery_depleted,0,1,0,0,9,7,18,12,18.027756377319946,-7.732126236332945,61,0.3546511627906977,0.0,0.27939590226064215,-93.40092485549134,,,103,133.36753236814707
36,6321,-19071.899468,190,battery_depleted,0,1,0,0,19,11,11,17,8.54400374531753,1.4559962546824696,87,0.45789473684210524,0.0,0.16239641264300952,-104.79586387434556,,,190,122.88225099390849
37,6471,-662.423579,150,battery_depleted,0,1,0,0,1,2,8,18,12.083045973594572,5.381203222978407,40,0.26666666666666666,0.0,0.340146266796598,-88.1060927152318,,,64,135.2670273047587
38,6652,-5666.13712,181,battery_depleted,0,1,0,0,1,14,13,7,10.816653826391969,3.0757901630578353,82,0.4530386740331492,0.0,0.22411678106678104,-98.22082417582416,,,140,120.95331880577393
39,6814,-861.469443,162,battery_depleted,0,1,0,0,1,2,10,19,15.811388300841896,3.423995760829447,50,0.30864197530864196,0.0,0.35727491049331533,-86.4801226993865,,,72,134.36753236814707
40,7004,-19065.828607,190,battery_depleted,0,1,0,0,0,12,4,0,11.40175425099138,1.247356389682139,96,0.5052631578947369,0.0,0.13721877374756958,-105.97748691099476,,,190,112.2253967444161
41,7173,-15089.519632,169,battery_depleted,0,1,0,0,18,19,8,1,14.866068747318506,5.725191534655496,49,0.28994082840236685,0.0,0.13575703703703704,-109.02682352941176,,,169,143.6101730552664
42,7336,-3518.60907,163,battery_depleted,0,1,0,0,12,2,10,12,13.45362404707371,-3.255585019888141,47,0.2883435582822086,0.0,0.25295421091823533,-92.6415243902439,,,130,135.4680374315354
43,7523,-790.312386,187,battery_depleted,0,1,0,0,14,3,7,19,13.92838827718412,3.5358609193888597,86,0.45989304812834225,0.0,0.32798665367495156,-78.54914893617023,,,80,125.02438661763941
44,7732,-23022.742954,209,battery_depleted,0,1,0,0,3,19,10,1,12.649110640673518,6.6640972751544485,120,0.5741626794258373,0.0,0.09363923447256779,-111.42142857142858,,,209,105.56854249492372
45,7931,-15340.825564,199,battery_depleted,0,1,0,0,12,4,0,12,19.235384061671343,-4.813178959815387,112,0.5628140703517588,0.0,0.25297974824824826,-90.41325,,,189,108.95331880577395
46,8101,-5498.627473,170,battery_depleted,0,1,0,0,15,15,2,16,14.422205101855956,-1.3838002914506582,62,0.36470588235294116,0.0,0.20104413946109853,-98.58707602339182,,,165,127.88225099390846
47,8271,-6165.031175,170,battery_depleted,0,1,0,0,13,10,3,16,11.40175425099138,0.2601495386992223,60,0.35294117647058826,0.0,0.20037658594266786,-98.6880701754386,,,167,129.88225099390849
48,8436,-14478.315413,165,battery_depleted,0,1,0,0,11,19,0,13,13.601470508735444,-1.0715064225937763,58,0.3515151515151515,0.0,0.13190552359588503,-109.49915662650602,,,165,129.78174593052012
49,8618,-8093.488304,182,battery_depleted,0,1,0,0,11,2,5,15,9.848857801796104,4.4689632614802495,75,0.41208791208791207,0.0,0.22583999463944826,-95.03240437158468,,,176,124.811183182043
50,8784,-3533.267772,166,battery_depleted,0,1,0,0,12,5,3,16,14.212670403551895,0.0,49,0.29518072289156627,0.0,0.23337788567010134,-95.04335329341318,,,142,141.43860018001257
51,8956,-5545.787874,172,battery_depleted,0,1,0,0,13,4,13,19,10.816653826391969,4.183346173608031,60,0.3488372093023256,0.0,0.2237352282918757,-94.78225433526012,,,165,131.0538238691623
52,9130,-1347.543742,174,battery_depleted,0,1,0,0,0,7,9,16,15.811388300841896,-3.083466239484041,68,0.39080459770114945,0.0,0.30736991505791506,-90.74137142857143,,,87,126.71067811865466
53,9293,-2152.372459,163,battery_depleted,0,1,0,0,2,5,9,19,15.264337522473747,0.38813832002478144,49,0.3006134969325153,0.0,0.2455363808930882,-95.29481707317072,,,135,135.53910524340085
54,9469,-16430.871247,176,battery_depleted,0,1,0,0,13,11,0,12,12.206555615733702,0.8318491946715962,75,0.42613636363636365,0.0,0.11516203774395867,-110.18474576271184,,,176,120.05382386916229
55,9630,-13848.237644,161,battery_depleted,0,1,0,0,13,14,12,1,17.11724276862369,-4.078837958218392,61,0.37888198757763975,0.0,0.11837847538896921,-111.0782098765432,,,161,121.12489168102775
56,9801,-15492.518385,171,battery_depleted,0,1,0,0,18,17,7,19,8.54400374531753,2.6363361421814187,58,0.3391812865497076,0.0,0.14900684754521965,-106.92244186046514,,,171,135.78174593052017
57,9952,-545.220773,151,battery_depleted,0,1,0,0,2,0,3,12,11.40175425099138,0.6398403278009166,36,0.23841059602649006,0.0,0.35343545914335384,-86.79973684210528,,,62,137.36753236814707
58,10133,-17295.271759,181,battery_depleted,0,1,0,0,14,17,0,5,9.055385138137417,9.383703776448357,77,0.425414364640884,0.0,0.12502079277079278,-108.23379120879123,,,181,123.05382386916227
59,10290,-13110.74252,157,battery_depleted,0,1,0,0,14,17,2,16,13.0,-0.9584054212077042,33,0.21019108280254778,0.0,0.1354712376933896,-109.07221518987342,,,157,146.3675323681471
60,10492,-21524.488628,202,battery_depleted,0,1,0,0,2,11,19,18,11.180339887498949,7.204436423351286,110,0.5445544554455446,0.0,0.1205644018402639,-107.71379310344828,,,202,112.29646455628156
61,10682,-19123.056419,190,battery_depleted,0,1,0,0,9,11,19,15,19.026297590440446,-8.255967976171439,86,0.45263157894736844,0.0,0.130361300043499,-106.48602094240839,,,190,122.22539674441609
62,10864,-17568.209537,182,battery_depleted,0,1,0,0,11,8,19,2,17.46424919657298,-7.464249196572979,84,0.46153846153846156,0.0,0.1493672705492377,-106.75699453551911,,,182,120.78174593052013
63,11071,-11044.464529,207,battery_depleted,0,1,0,0,19,2,4,1,15.0,0.03329637837290811,123,0.5942028985507246,0.0,0.261678748941249,-89.03798076923077,,,182,99.32590180780446
64,11278,-9963.769888,207,battery_depleted,0,1,0,0,15,1,0,4,9.055385138137417,6.241673402640938,119,0.5748792270531401,0.0,0.25382897031647034,-90.36663461538463,,,195,102.91168824543136
65,11456,-16729.265532,178,battery_depleted,0,1,0,0,15,16,1,13,11.180339887498949,3.1374811757774044,63,0.3539325842696629,0.0,0.1281382164287192,-110.23687150837992,,,178,134.4680374315354
66,11636,-2121.740588,180,battery_depleted,0,1,0,0,13,5,2,13,17.69180601295413,-4.090335504218688,72,0.4,0.0,0.2827003456495169,-85.70983425414364,,,128,132.02438661763944
67,11811,-1237.13247,175,battery_depleted,0,1,0,0,5,1,14,18,12.041594578792296,7.193789482879048,71,0.4057142857142857,0.0,0.28444361577486577,-92.32573863636362,,,116,125.12489168102775
68,12000,-18913.722508,189,battery_depleted,0,1,0,0,16,16,5,5,14.317821063276353,1.2385281228276916,81,0.42857142857142855,0.0,0.16610838206627682,-104.20631578947366,,,189,127.46803743153536
69,12156,-1095.744779,156,battery_depleted,0,1,0,0,8,8,18,12,15.0,-4.2296703857309925,44,0.28205128205128205,0.0,0.3260737508208846,-89.37216560509555,,,71,133.95331880577393
70,12358,-21510.993368,202,battery_depleted,0,1,0,0,11,5,15,19,10.63014581273465,3.930073965826386,116,0.5742574257425742,0.0,0.12148506141609591,-107.73201970443353,,,202,103.81118318204302
71,12541,-1502.060263,183,battery_depleted,0,1,0,0,19,0,11,10,5.385164807134504,7.421083667731193,74,0.40437158469945356,0.0,0.28574872426774606,-85.23103260869566,,,125,124.74011537017753
72,12702,-1710.276985,161,battery_depleted,0,1,0,0,1,0,3,17,10.44030650891055,6.676936259713139,51,0.3167701863354037,0.0,0.2649826641456271,-93.80024691358024,,,117,132.36753236814707
73,12901,-20887.692339,199,battery_depleted,0,1,0,0,19,13,3,11,14.142135623730951,1.9823798728661473,105,0.5276381909547738,0.0,0.1816253888888889,-101.74185000000001,,,199,115.53910524340084
74,13077,-7349.437497,176,battery_depleted,0,1,0,0,13,11,9,1,8.06225774829855,2.7080718659704583,70,0.3977272727272727,0.0,0.23627759115047253,-93.00209039548024,,,155,126.29646455628158
75,13275,-20728.689977,198,battery_depleted,0,1,0,0,6,12,0,3,13.0,-2.1833461736080313,104,0.5252525252525253,0.0,0.12233706269083154,-107.46351758793969,,,198,113.0538238691623
76,13474,-20943.205953,199,battery_depleted,0,1,0,0,3,12,14,14,11.704699910719626,-0.5243600232206767,99,0.49748743718592964,0.0,0.07907449799799801,-113.52785,,,199,113.25483399593898
77,13699,-26682.738177,225,battery_depleted,0,1,0,0,2,16,15,15,13.038404810405298,0.0,140,0.6222222222222222,0.0,0.08253629204425665,-112.97911504424778,,,225,97.8406204335659
78,13886,-18514.555979,187,battery_depleted,0,1,0,0,7,18,12,5,13.92838827718412,0.0,101,0.5401069518716578,0.0,0.07619523619364046,-114.09079787234042,,,187,101.74011537017753
79,14049,-2737.70597,163,battery_depleted,0,1,0,0,3,5,15,15,10.198039027185569,5.422460324627739,47,0.2883435582822086,0.0,0.26615460826680337,-93.49768292682926,,,120,142.50966799187805
80,14269,-25481.614458,220,battery_depleted,0,1,0,0,0,19,4,2,11.045361017187261,6.418888179385718,140,0.6363636363636364,0.0,0.084585487297252,-112.78656108597282,,,220,93.66904755831209
81,14430,-1888.64581,161,battery_depleted,0,1,0,0,6,6,0,19,10.816653826391969,3.5011672368843847,50,0.3105590062111801,0.0,0.2981294183071961,-91.39061728395062,,,95,135.43860018001251
82,14595,-3049.633203,165,battery_depleted,0,1,0,0,0,3,0,14,15.231546211727817,-4.231546211727817,57,0.34545454545454546,0.0,0.2562761062267086,-93.56843373493975,,,133,128.29646455628156
83,14753,-3813.203654,158,battery_depleted,0,1,0,0,1,7,15,17,21.2602916254693,-4.055641091384047,52,0.3291139240506329,0.0,0.27767429316108566,-92.84553459119496,,,118,127.53910524340084
84,14948,-20117.639125,195,battery_depleted,0,1,0,0,0,19,11,1,16.278820596099706,4.816202513629282,97,0.49743589743589745,0.0,0.09093001317644178,-111.90780612244897,,,195,116.2253967444161
85,15136,-18663.447032,188,battery_depleted,0,1,0,0,1,18,7,10,4.0,6.0,81,0.4308510638297872,0.0,0.1143962470406915,-108.8432804232804,,,188,122.32590180780446
86,15310,-3054.50103,174,battery_depleted,0,1,0,0,13,11,0,1,12.36931687685298,4.031902590003746,67,0.3850574712643678,0.0,0.25809634720434727,-89.53217142857143,,,148,131.4386001800125
87,15493,-4665.932753,183,battery_depleted,0,1,0,0,18,1,8,7,9.219544457292887,2.4423593323977144,80,0.4371584699453552,0.0,0.2507178036732385,-90.78010869565217,,,150,123.71067811865464
88,15669,-15303.812203,176,battery_depleted,0,1,0,0,11,0,0,16,12.206555615733702,7.209932223213897,71,0.4034090909090909,0.0,0.20799845608320186,-97.52598870056498,,,174,126.95331880577393
89,15890,-8183.208533,221,battery_depleted,0,1,0,0,12,1,7,12,14.212670403551895,-2.129624429957323,145,0.6561085972850679,0.0,0.26405678110542974,-88.66315315315316,,,194,88.42640687119281
90,16082,-19489.899749,192,battery_depleted,0,1,0,0,12,11,2,2,11.704699910719626,1.7489241363540842,102,0.53125,0.0,0.12797754023453506,-107.11067357512954,,,192,111.53910524340085
91,16262,-17068.4774,180,battery_depleted,0,1,0,0,0,16,13,7,3.1622776601683795,12.649110640673516,73,0.40555555555555556,0.0,0.15359503094254476,-103.60834254143647,,,180,126.46803743153538
92,16437,-3223.26414,175,battery_depleted,0,1,0,0,12,4,10,17,16.0312195418814,-2.878273103915493,66,0.37714285714285717,0.0,0.28727098234598236,-85.03159090909091,,,116,134.26702730475873
93,16608,-12571.088344,171,battery_depleted,0,1,0,0,18,14,8,7,6.324555320336759,5.882000295396943,65,0.38011695906432746,0.0,0.18990934190003964,-100.11406976744188,,,167,126.29646455628155
94,16779,-15525.490098,171,battery_depleted,0,1,0,0,11,17,0,17,16.64331697709324,-5.643316977093239,68,0.39766081871345027,0.0,0.15379470284237723,-105.35593023255812,,,171,121.63961030678918
95,16958,-3500.768457,179,battery_depleted,0,1,0,0,15,6,3,10,12.649110640673518,0.0,70,0.39106145251396646,0.0,0.25725281559337115,-90.05861111111109,,,138,129.29646455628156
96,17131,-15910.941277,173,battery_depleted,0,1,0,0,11,17,1,18,15.524174696260024,-5.474299075139134,64,0.3699421965317919,0.0,0.14753680289484886,-107.15591954022987,,,173,133.43860018001254
97,17300,-2297.596408,169,battery_depleted,0,1,0,0,2,2,12,16,14.212670403551895,2.991980130533358,67,0.39644970414201186,0.0,0.26558929753282695,-93.81317647058825,,,127,124.36753236814701
98,17406,-1291.448497,106,goal_reached,1,0,0,0,16,1,0,5,0.0,16.492422502470642,26,0.24528301886792453,30.244800000000005,0.2793981158728822,-90.28355140186915,,,82,94.91168824543135
99,17584,-5938.891483,178,battery_depleted,0,1,0,0,10,6,3,18,21.095023109728988,-7.202579120279184,76,0.42696629213483145,0.0,0.2284321802249177,-94.64139664804468,,,165,122.71067811865466
100,17775,-19304.256183,191,battery_depleted,0,1,0,0,18,11,9,2,17.11724276862369,-4.389320707265835,92,0.4816753926701571,0.0,0.1626882481439773,-104.72526041666667,,,191,115.56854249492373
101,17931,-760.107602,156,battery_depleted,0,1,0,0,1,1,9,13,12.649110640673518,1.7730944611824384,45,0.28846153846153844,0.0,0.32181412495297845,-89.49477707006369,,,69,132.12489168102778
102,18087,-1347.627553,156,battery_depleted,0,1,0,0,0,5,19,16,18.439088914585774,3.5154094855143754,48,0.3076923076923077,0.0,0.3117125475794266,-90.25738853503185,,,83,134.50966799187802
103,18255,-12932.348549,168,battery_depleted,0,1,0,0,14,16,2,11,12.36931687685298,0.6306831231470191,57,0.3392857142857143,0.0,0.1753023935177781,-102.7462721893491,,,167,133.78174593052017
104,18441,-18303.749443,186,battery_depleted,0,1,0,0,0,12,15,10,14.142135623730951,0.9906103266906054,82,0.44086021505376344,0.0,0.10787113155936687,-109.3479679144385,,,186,120.98275605729681
105,18608,-4110.893817,167,battery_depleted,0,1,0,0,12,12,1,10,13.416407864998739,-2.23606797749979,50,0.2994011976047904,0.0,0.2383328119786453,-92.36386904761905,,,151,142.68124086713186
106,18769,-13833.836496,161,battery_depleted,0,1,0,0,14,18,8,8,14.212670403551895,-2.5507666138612937,52,0.32298136645962733,0.0,0.12908356195701873,-110.08672839506174,,,161,131.78174593052015
107,18972,-21716.995598,203,battery_depleted,0,1,0,0,2,11,12,17,6.324555320336759,5.337348469353842,111,0.5467980295566502,0.0,0.1267926784627765,-107.07436274509804,,,203,111.88225099390847
108,19170,-5987.399317,198,battery_depleted,0,1,0,0,14,2,3,18,4.242640687119285,15.173847151828316,105,0.5303030303030303,0.0,0.23640600097585024,-92.11989949748742,,,157,113.71067811865466
109,19345,-2606.51471,175,battery_depleted,0,1,0,0,14,0,1,0,13.038404810405298,-0.038404810405298306,66,0.37714285714285717,0.0,0.2837206809081809,-85.55022727272727,,,127,131.36753236814707
110,19533,-12835.275324,188,battery_depleted,0,1,0,0,16,1,0,3,16.1245154965971,0.0,82,0.43617021276595747,0.0,0.23228987982691687,-94.11084656084654,,,182,123.39696961966992
111,19703,-15313.189034,170,battery_depleted,0,1,0,0,16,17,6,13,8.94427190999916,1.8260577042698483,59,0.34705882352941175,0.0,0.1278944002482014,-110.08625730994152,,,170,133.78174593052017
112,19879,-8125.374071,176,battery_depleted,0,1,0,0,9,1,3,11,15.556349186104045,-3.8944453964134436,64,0.36363636363636365,0.0,0.24353024040990146,-92.30107344632769,,,170,132.71067811865467
113,20059,-17188.130945,180,battery_depleted,0,1,0,0,6,19,0,2,16.55294535724685,1.4748110200730977,95,0.5277777777777778,0.0,0.08222766965860889,-113.79834254143647,,,180,101.56854249492373
114,20217,-13300.357177,158,battery_depleted,0,1,0,0,10,19,1,3,21.400934559032695,-3.0433748083468757,53,0.33544303797468356,0.0,0.11009393985180149,-111.62044025157233,,,158,124.88225099390849
115,20389,-3701.035856,172,battery_depleted,0,1,0,0,2,0,19,3,11.40175425099138,5.860922250640689,60,0.3488372093023256,0.0,0.2684816377070713,-91.74335260115606,,,129,135.19595949289328
116,20574,-9255.373044,185,battery_depleted,0,1,0,0,2,10,12,3,4.47213595499958,7.7344196607341225,83,0.4486486486486487,0.0,0.18099960659584316,-99.42897849462364,,,161,122.29646455628158
117,20770,-12459.575333,196,battery_depleted,0,1,0,0,11,5,11,19,17.11724276862369,-3.11724276862369,111,0.5663265306122449,0.0,0.1663552842182284,-103.51258883248731,,,174,104.88225099390849
118,20961,-19212.464175,191,battery_depleted,0,1,0,0,3,10,19,11,9.055385138137417,6.975834403743981,87,0.45549738219895286,0.0,0.15730519373540208,-103.49093750000002,,,191,124.29646455628156
119,21125,-14239.729845,164,battery_depleted,0,1,0,0,14,19,2,1,12.727922061357855,8.905385591426082,46,0.2804878048780488,0.0,0.13825321745988411,-108.60733333333333,,,164,141.19595949289328
120,21301,-4355.770451,176,battery_depleted,0,1,0,0,12,9,6,19,16.15549442140351,-4.493590631712909,71,0.4034090909090909,0.0,0.2558624307923743,-91.75864406779661,,,129,131.509667991878
121,21480,-16940.053427,179,battery_depleted,0,1,0,0,10,12,4,0,8.602325267042627,4.814082597956112,78,0.43575418994413406,0.0,0.14519288566344124,-104.76983333333334,,,179,124.6101730552663
122,21648,-14988.438413,168,battery_depleted,0,1,0,0,16,16,0,2,20.12461179749811,1.1356798279711917,45,0.26785714285714285,0.0,0.15364571553802325,-106.18568047337277,,,168,145.3675323681471
123,21814,-1727.393478,166,battery_depleted,0,1,0,0,9,6,7,18,7.615773105863909,4.54975195473253,54,0.3253012048192771,0.0,0.3207454268639897,-89.4525748502994,,,80,136.85281374238565
124,21993,-17067.423992,179,battery_depleted,0,1,0,0,18,10,2,0,21.470910553583888,-2.6029482894706817,85,0.4748603351955307,0.0,0.11129664442219997,-110.71699999999998,,,179,113.46803743153538
125,22183,-19150.571676,190,battery_depleted,0,1,0,0,6,16,4,2,16.1245154965971,-1.9823798728661473,110,0.5789473684210527,0.0,0.09383573259122996,-112.25198952879582,,,190,101.53910524340087
126,22381,-13086.76602,198,battery_depleted,0,1,0,0,19,3,7,4,5.0990195135927845,6.942575065199511,106,0.5353535353535354,0.0,0.24273925332367546,-91.96668341708542,,,194,111.4680374315354
127,22546,-14456.913107,165,battery_depleted,0,1,0,0,16,15,0,15,10.770329614269007,5.2296703857309925,53,0.3212121212121212,0.0,0.11911787691305764,-110.97831325301203,,,165,131.05382386916233
128,22720,-6502.328479,174,battery_depleted,0,1,0,0,14,3,6,13,4.123105625617661,8.683142849248036,66,0.3793103448275862,0.0,0.22021532732732732,-94.56491428571431,,,150,127.46803743153538
129,22900,-17179.895528,180,battery_depleted,0,1,0,0,12,19,12,1,15.620499351813308,2.379500648186692,85,0.4722222222222222,0.0,0.10393491170728739,-110.13856353591162,,,180,111.98275605729683
130,23057,-620.791257,157,battery_depleted,0,1,0,0,7,5,15,19,10.198039027185569,5.926476469411529,41,0.2611464968152866,0.0,0.3320907755857123,-88.20481012658227,,,65,142.50966799187805
131,23225,-4115.719601,168,battery_depleted,0,1,0,0,9,8,18,1,4.47213595499958,6.9296182959918,54,0.32142857142857145,0.0,0.2487226824457594,-93.9160946745562,,,131,137.19595949289328
132,23415,-19162.80089,190,battery_depleted,0,1,0,0,5,15,14,1,19.313207915827967,-2.669890938734728,96,0.5052631578947369,0.0,0.10084885775828184,-110.35638743455497,,,190,115.53910524340085
133,23586,-15476.884928,171,battery_depleted,0,1,0,0,18,16,2,5,17.46424919657298,1.9522386423746205,48,0.2807017543859649,0.0,0.13023875968992246,-109.90325581395349,,,171,144.1248916810278
134,23789,-5595.830701,203,battery_depleted,0,1,0,0,9,1,2,19,19.72308292331602,-0.40987500748805417,111,0.5467980295566502,0.0,0.2531490416887476,-90.44936274509803,,,181,106.91168824543136
135,23970,-17312.402721,181,battery_depleted,0,1,0,0,18,14,9,19,12.206555615733702,-1.9109254747467013,68,0.3756906077348066,0.0,0.1474650997150997,-107.1673076923077,,,181,129.56854249492372
136,24146,-16400.54899,176,battery_depleted,0,1,0,0,16,16,2,3,22.627416997969522,-3.5224438234267232,61,0.3465909090909091,0.0,0.13210119271814186,-109.60745762711866,,,176,133.2253967444161
137,24334,-10771.81877,188,battery_depleted,0,1,0,0,10,1,16,16,16.15549442140351,0.0,84,0.44680851063829785,0.0,0.2233957343586973,-95.53544973544972,,,185,125.53910524340083
138,24506,-327.488086,172,battery_depleted,0,1,0,0,4,0,7,19,17.72004514666935,1.515338915001994,65,0.37790697674418605,0.0,0.35275781619770064,-87.17231213872832,,,52,126.4680374315354
139,24712,-22438.605238,206,battery_depleted,0,1,0,0,0,14,9,6,15.0,-2.9584054212077042,115,0.558252427184466,0.0,0.07166209204373457,-114.61787439613524,,,206,108.81118318204301
